"","imdbID","Director","Metascore","imdbRating","imdbVotes","BoxOffice"
"5567","tt2212008","David Grovic","28",5.2,17137,"$56,574"
"5568","tt0030127","Marcel Pagnol","N/A",7.5,2152,"N/A"
"5569","tt0056884","Éric Rohmer","N/A",7.3,4956,"N/A"
"5570","tt0357110","Rebecca Miller","59",6.5,11746,"$712,275"
"5571","tt0084390","Shôhei Imamura","N/A",7.8,8403,"N/A"
"5572","tt1032856","Eran Kolirin","80",7.5,13663,"$3,054,457"
"5573","tt0048981","Camillo Mastrocinque","N/A",7.5,1452,"N/A"
"5574","tt0045537","Vincente Minnelli","93",7.4,11628,"N/A"
"5575","tt0280460","Bob Dolman","48",5.7,16826,"$30,307,416"
"5576","tt0200465","Roger Donaldson","69",7.2,182692,"$30,060,660"
"5577","tt5121816","Álex de la Iglesia","N/A",6.3,27311,"N/A"
"5578","tt0338135","Denys Arcand","70",7.5,29416,"$8,544,975"
"5579","tt0229235","William K.L. Dickson, William Heise","N/A",5.3,1134,"N/A"
"5580","tt0041158","Charles Walters","N/A",7,3262,"N/A"
"5581","tt0112461","Scott Kalvert","46",7.3,112512,"$2,381,087"
"5582","tt0052602","Crane Wilbur","N/A",6,5441,"N/A"
"5583","tt0020668","Roland West","N/A",6.3,1043,"N/A"
"5584","tt0058946","Gillo Pontecorvo","96",8.1,60759,"$879,794"
"5585","tt1713476","Barry Levinson","65",5.7,27973,"$30,668"
"5586","tt0163978","Danny Boyle","43",6.6,240649,"$39,785,027"
"5587","tt1129435","Agnès Varda","86",8,4239,"$239,711"
"5588","tt0095800","Jean-Jacques Annaud","60",7.7,18089,"$31,753,898"
"5589","tt0045546","Eugène Lourié","N/A",6.6,8063,"N/A"
"5590","tt0054673","Coleman Francis","N/A",1.8,11273,"N/A"
"5591","tt0083629","Philippe Mora","42",5.6,4139,"$7,742,572"
"5592","tt1263778","Christophe Honoré","N/A",6.6,7353,"N/A"
"5593","tt5592248","Sofia Coppola","77",6.3,58113,"$10,709,995"
"5594","tt1082807","Greg McLean","44",6.1,52143,"$10,166,820"
"5595","tt1412386","John Madden","62",7.2,95993,"$46,412,041"
"5596","tt0083642","Colin Higgins","40",6,12327,"$69,701,637"
"5597","tt2083355","Malcolm D. Lee","59",6.6,15989,"$70,525,195"
"5598","tt0346336","Marco Tullio Giordana","89",8.5,22163,"$274,024"
"5599","tt1924396","Giuseppe Tornatore","49",7.8,120070,"$100,035"
"5600","tt0036868","William Wyler","93",8.1,65190,"$23,650,000"
"5601","tt0106400","Penelope Spheeris","37",5,18894,"$44,029,386"
"5602","tt0082307","Lucio Fulci","38",6.6,23225,"$123,843"
"5603","tt3691740","Steven Spielberg","66",6.3,86872,"$55,483,770"
"5604","tt0460721","Ishai Setton","N/A",6.3,1509,"N/A"
"5605","tt0068273","Jack Hill","N/A",5.9,2757,"N/A"
"5606","tt0095250","Luc Besson","35",7.5,52185,"$3,580,882"
"5607","tt0047878","Joseph H. Lewis","N/A",7.3,7771,"N/A"
"5608","tt0045555","Fritz Lang","N/A",7.9,27117,"N/A"
"5609","tt0189584","John Swanbeck","56",6.6,14609,"$3,165,544"
"5610","tt0118715","Joel Coen, Ethan Coen","71",8.1,806616,"$18,254,458"
"5611","tt0015624","King Vidor, George W. Hill","N/A",7.9,6862,"N/A"
"5612","tt1596363","Adam McKay","81",7.8,431628,"$70,259,870"
"5613","tt5462602","Michael Showalter","86",7.5,136295,"$42,873,127"
"5614","tt0044419","Howard Hawks","N/A",6.9,4428,"N/A"
"5615","tt0038355","Howard Hawks","86",7.9,86305,"$25,556"
"5616","tt1931435","Justin Zackham","28",5.6,50219,"$21,819,348"
"5617","tt1053810","David Frankel","53",6.2,45801,"$7,204,138"
"5618","tt0103812","Ed Hansen","N/A",4.6,1070,"N/A"
"5619","tt0115685","Mike Nichols","72",7.2,90833,"$124,060,553"
"5620","tt0056869","Alfred Hitchcock","90",7.6,190639,"N/A"
"5621","tt0004972","D.W. Griffith","N/A",6.2,25013,"N/A"
"5622","tt4196450","Nate Parker","69",6.5,21236,"$15,861,566"
"5623","tt0068278","Rainer Werner Fassbinder","73",7.6,9983,"$8,144"
"5624","tt0088814","Ted Berman, Richard Rich","59",6.3,36964,"$21,288,692"
"5625","tt0387877","Brian De Palma","49",5.6,74703,"$22,545,080"
"5626","tt0078869","Gary Nelson","52",5.9,26122,"$35,841,901"
"5627","tt0215575","Georges Méliès","N/A",7,2120,"N/A"
"5628","tt1592527","Göran Olsson","73",7.6,2404,"$273,749"
"5629","tt3286052","Oz Perkins","68",5.9,22992,"$20,435"
"5630","tt0185937","Daniel Myrick, Eduardo Sánchez","81",6.5,263622,"$140,539,099"
"5631","tt0878804","John Lee Hancock","53",7.6,333632,"$255,982,860"
"5632","tt2132285","Sofia Coppola","66",5.6,88599,"$5,845,732"
"5633","tt0011979","Lois Weber","N/A",6.8,607,"N/A"
"5634","tt0020697","Josef von Sternberg","88",7.7,15249,"N/A"
"5635","tt0080453","Randal Kleiser","31",5.8,71152,"$58,853,106"
"5636","tt0022694","Leni Riefenstahl, Béla Balázs","N/A",6.8,1293,"N/A"
"5637","tt0080455","John Landis","60",7.9,200928,"$57,229,890"
"5638","tt1131729","Richard Curtis","58",7.3,112294,"$8,017,917"
"5639","tt1937149","Oriol Paulo","N/A",7.6,66601,"N/A"
"5640","tt0103855","Mick Jackson","39",6.3,136434,"$122,046,449"
"5641","tt0099165","Brian De Palma","27",5.6,25294,"$15,691,192"
"5642","tt1037705","Albert Hughes, Allen Hughes","53",6.8,319464,"$94,835,059"
"5643","tt2262227","Jorge R. Gutiérrez","67",7.2,72371,"$50,151,543"
"5644","tt0816442","Brian Percival","53",7.5,136486,"$21,488,481"
"5645","tt0144117","Troy Duffy","44",7.7,240292,"$30,471"
"5646","tt1300851","Troy Duffy","24",6.2,64932,"$10,273,188"
"5647","tt2702724","Ben Falcone","40",5.4,46792,"$63,285,885"
"5648","tt3874544","Tom McGrath","50",6.3,128079,"$175,003,033"
"5649","tt0086992","James Ivory","59",6.2,2161,"$1,009,700"
"5650","tt0258463","Doug Liman","68",7.9,547400,"$121,661,683"
"5651","tt0094791","N/A","N/A",6.8,4464,NA
"5652","tt1194173","Tony Gilroy","61",6.6,303324,"$113,203,870"
"5653","tt0372183","Paul Greengrass","73",7.7,464439,"$176,241,941"
"5654","tt0440963","Paul Greengrass","85",8,635142,"$227,471,070"
"5655","tt0362478","Richard Kelly","47",5.6,92574,"$15,051,977"
"5656","tt0787474","Graham Annable, Anthony Stacchi","61",6.8,58538,"$50,837,305"
"5657","tt3882082","William Brent Bell","42",6,93566,"$35,819,556"
"5658","tt0914798","Mark Herman","55",7.7,219837,"$9,046,156"
"5659","tt0077269","Franklin J. Schaffner","40",7,28457,"N/A"
"5660","tt0065488","William Friedkin","65",7.6,5152,"$2,695"
"5661","tt0052646","Joseph Green","N/A",4.4,7095,"N/A"
"5662","tt1935902","Ramaa Mosley","43",6.3,16237,"$6,997"
"5663","tt0476964","Neil Jordan","56",6.7,61508,"$36,793,804"
"5664","tt0452594","Peyton Reed","45",5.8,133465,"$118,703,275"
"5665","tt0088847","John Hughes","66",7.8,399518,"$45,875,171"
"5666","tt0265104","Michael Oblowitz","N/A",4.7,2834,"N/A"
"5667","tt6095090","Svyatoslav Podgaevskiy","N/A",4.7,2760,"N/A"
"5668","tt0061955","François Truffaut","N/A",7.2,9505,"$45,075"
"5669","tt0053677","Terence Fisher","N/A",6.6,8011,"N/A"
"5670","tt0052654","Bernhard Wicki","N/A",8,7929,"N/A"
"5671","tt0050212","David Lean","87",8.2,221252,"$27,200,000"
"5672","tt0112579","Clint Eastwood","69",7.6,82668,"$71,516,617"
"5673","tt0077275","William Friedkin","N/A",6.5,3134,"$7,909,950"
"5674","tt0019729","Harry Beaumont","N/A",5.6,7374,"N/A"
"5675","tt2024519","Felix van Groeningen","70",7.7,41423,"$175,058"
"5676","tt3859304","Bryan Buckley","44",6.1,12820,"$615,816"
"5677","tt0844286","Rian Johnson","55",6.7,51006,"$3,531,756"
"5678","tt0784972","Bob Odenkirk","32",5.3,11223,"$900,926"
"5679","tt0330099","Vincent Gallo","51",4.9,15751,"$366,301"
"5680","tt0825232","Rob Reiner","42",7.4,246932,"$93,466,502"
"5681","tt1068641","Guillermo Arriaga","45",6.8,20413,"$200,730"
"5682","tt0064106","Claude Chabrol","N/A",7.3,8815,"$474,458"
"5683","tt1327773","Lee Daniels","65",7.2,115712,"$116,632,095"
"5684","tt0289879","Eric Bress, J. Mackye Gruber","30",7.6,490732,"$57,938,693"
"5685","tt4030600","Stacy Title","37",4.3,24526,"$22,395,806"
"5686","tt1259521","Drew Goddard","72",7,419686,"$42,073,277"
"5687","tt0010323","Robert Wiene","N/A",8,64693,"$8,811"
"5688","tt0115798","Ben Stiller","56",6.1,166856,"$60,240,295"
"5689","tt0429727","Nanni Moretti","N/A",6.7,4929,"N/A"
"5690","tt0046816","Edward Dmytryk","63",7.7,28099,"$21,750,000"
"5691","tt1911644","Brad Anderson","51",6.7,123382,"$51,872,378"
"5692","tt0478988","Andrew Leman","N/A",7.1,8493,"N/A"
"5693","tt1525890","Matthew Parkhill","N/A",6,11117,"N/A"
"5694","tt0018742","Edward Sedgwick, Buster Keaton","N/A",8,11971,"N/A"
"5695","tt1790886","Jay Roach","50",6.1,132187,"$86,907,746"
"5696","tt0049293","Helmut Käutner","N/A",7.2,1737,"N/A"
"5697","tt1946421","William Shatner","N/A",6.8,2957,"N/A"
"5698","tt0088885","Arna Selznick","N/A",5.6,5542,"$22,934,622"
"5699","tt0118826","Rob Sitch","N/A",7.7,16465,"$877,621"
"5700","tt0024961","Sam Taylor, Harold Lloyd","N/A",6.6,1277,"N/A"
"5701","tt0312528","Bo Welch","19",4,83708,"$101,149,285"
"5702","tt0347618","Hiroyuki Morita","70",7.1,57420,"$563,718"
"5703","tt0432325","Byambasuren Davaa","73",7.6,3352,"$141,803"
"5704","tt0154420","Thomas Vinterberg","82",8.1,87603,"$1,656,223"
"5705","tt0209958","Tarsem Singh","40",6.4,103767,"$61,334,059"
"5706","tt0112651","Rob Epstein, Jeffrey Friedman","N/A",7.8,7114,"$1,400,591"
"5707","tt0057933","Ronald Neame","61",7.2,2270,"N/A"
"5708","tt0021730","King Vidor","N/A",7.3,3278,"N/A"
"5709","tt1488555","David Dobkin","39",6.3,184027,"$37,081,475"
"5710","tt0027438","Michael Curtiz","N/A",7,5115,"N/A"
"5711","tt0038409","Arthur Ripley","N/A",6.5,2149,"N/A"
"5712","tt1190539","Na Hong-jin","64",7.8,67021,"N/A"
"5713","tt0800318","Kenny Ortega","N/A",5,6469,"N/A"
"5714","tt0054743","William Wyler","49",7.8,16838,"N/A"
"5715","tt0078966","James Bridges","81",7.4,30820,"$51,718,367"
"5716","tt0092752","Janice Karman","N/A",7.1,5553,"$6,804,312"
"5717","tt3797868","Ross Katz","26",6.5,41217,"$18,730,891"
"5718","tt0499448","Andrew Adamson","62",6.5,211752,"$141,621,490"
"5719","tt0363771","Andrew Adamson","75",6.9,399630,"$291,710,957"
"5720","tt0980970","Michael Apted","53",6.3,155714,"$104,386,950"
"5721","tt0296572","David Twohy","38",6.6,230114,"$57,761,012"
"5722","tt0124315","Lasse Hallström","75",7.4,100179,"$57,545,092"
"5723","tt0255094","Jafar Panahi","85",7.4,6314,"$440,554"
"5724","tt3148952","Stefan Haupt","67",7.3,1622,"N/A"
"5725","tt4287320","James Ponsoldt","43",5.3,93460,"$20,497,844"
"5726","tt0018773","Charles Chaplin","90",8.1,34138,"N/A"
"5727","tt0112682","Marc Caro, Jean-Pierre Jeunet","73",7.5,69133,"$1,738,611"
"5728","tt0053719","John Llewellyn Moxey","N/A",6.7,7731,"N/A"
"5729","tt0896923","James Ivory","52",6.3,3113,"$493,296"
"5730","tt0090848","Michael Chapman","34",5.4,6622,"$1,953,732"
"5731","tt0109446","Joel Schumacher","65",6.7,67528,"$92,115,211"
"5732","tt1625340","Eric Laneuville","N/A",5.6,7349,"N/A"
"5733","tt1345772","James Rabbitts","N/A",5.3,6478,"N/A"
"5734","tt0341384","Kim Ki-duk","N/A",6.4,3427,"N/A"
"5735","tt0019777","Robert Florey, Joseph Santley","69",6.8,7793,"N/A"
"5736","tt1160996","Jeff Renfroe","28",5.3,45707,"N/A"
"5737","tt0088939","Steven Spielberg","78",7.7,87633,"$98,467,863"
"5738","tt0101605","Alan Parker","73",7.6,36101,"$14,919,570"
"5739","tt1381404","Robert Redford","57",6.4,33663,"$5,133,027"
"5740","tt0065566","Robert Butler","54",6,5439,"$728,653"
"5741","tt1320082","Radu Mihaileanu","60",7.5,18204,"$657,986"
"5742","tt0443473","Scott Wiper","23",6,52695,"$7,371,706"
"5743","tt0065571","Bernardo Bertolucci","100",7.9,30936,"$58,657"
"5744","tt1821641","Ari Folman","63",6.4,18923,"$137,815"
"5745","tt1457767","James Wan","68",7.5,509469,"$137,446,368"
"5746","tt3065204","James Wan","65",7.3,271640,"$102,516,140"
"5747","tt0968264","Robert Redford","55",6.9,29048,"$11,538,204"
"5748","tt0387131","Fernando Meirelles","82",7.4,142348,"$33,579,797"
"5749","tt0071360","Francis Ford Coppola","87",7.8,112779,"$4,671,805"
"5750","tt0097108","Peter Greenaway","62",7.5,38632,"$7,724,701"
"5751","tt0298814","Jon Amiel","48",5.5,101473,"$31,186,896"
"5752","tt0037614","Irving Rapper","N/A",7.3,3046,"N/A"
"5753","tt1602617","Evan Kelly","N/A",4.8,2765,"N/A"
"5754","tt2193215","Ridley Scott","48",5.4,102143,"$16,973,715"
"5755","tt0072824","David Greene","N/A",6.9,4997,"N/A"
"5756","tt0025004","Rowland V. Lee","N/A",7.4,2906,"$3,270,000"
"5757","tt1284526","Bohdan Sláma","N/A",6.9,1470,"N/A"
"5758","tt0049096","Melvin Frank, Norman Panama","N/A",7.8,13001,"N/A"
"5759","tt0475944","Renny Harlin","19",5.1,50077,"$23,380,495"
"5760","tt0059348","Satyajit Ray","N/A",7.6,2204,"N/A"
"5761","tt0115963","Andrew Fleming","55",6.4,95732,"$24,819,936"
"5762","tt1772373","Stephen Kay","N/A",5.1,3907,"N/A"
"5763","tt0050634","Mikhail Kalatozov","N/A",8.3,17966,"$17,923"
"5764","tt0069895","George A. Romero","63",6.1,13580,"N/A"
"5765","tt0455407","Breck Eisner","56",6.5,122200,"$39,123,589"
"5766","tt0481499","Kirk DeMicco, Chris Sanders","55",7.2,215791,"$187,168,425"
"5767","tt0109506","Alex Proyas","71",7.5,186136,"$50,693,129"
"5768","tt0018806","King Vidor","N/A",8.1,8531,"N/A"
"5769","tt1913178","Anne K. Black","N/A",3.8,933,"N/A"
"5770","tt0115988","Nicholas Hytner","75",6.8,38342,"$7,343,114"
"5771","tt0045659","Charles Frend","N/A",7.4,4895,"N/A"
"5772","tt1034302","Jamie Thraves","N/A",5.9,4837,"N/A"
"5773","tt0104036","Neil Jordan","90",7.2,56283,"$62,548,947"
"5774","tt0112757","Peter Horton","N/A",7.7,10039,"$2,568,425"
"5775","tt0421715","David Fincher","70",7.8,651065,"$127,509,326"
"5776","tt0256524","Woody Allen","52",6.7,41027,"$7,517,191"
"5777","tt0312004","Steve Box, Nick Park","87",7.5,137190,"$56,110,897"
"5778","tt0054777","Terence Fisher","N/A",6.5,6238,"N/A"
"5779","tt0104040","Paul Michael Glaser","53",6.9,20840,"$25,105,517"
"5780","tt0382625","Ron Howard","46",6.6,434361,"$217,536,138"
"5781","tt0046889","Michael Anderson","N/A",7.4,10599,"N/A"
"5782","tt1243375","Fernando Trueba","N/A",6.1,1362,"N/A"
"5783","tt0238924","Peter Care","69",6.9,13820,"$1,815,864"
"5784","tt0810819","Tom Hooper","66",7.1,186951,"$11,114,018"
"5785","tt0838221","Wes Anderson","67",7.2,200837,"$11,902,715"
"5786","tt0038453","Henry Hathaway","N/A",7.1,4538,"$1,000,000"
"5787","tt0083791","Jim Henson, Frank Oz","66",7.1,67619,"$41,613,957"
"5788","tt1485698","Wojciech Smarzowski","N/A",7.4,4810,"N/A"
"5789","tt0468569","Christopher Nolan","84",9,2638780,"$534,987,076"
"5790","tt1345836","Christopher Nolan","78",8.4,1696282,"$448,149,584"
"5791","tt1648190","Nikolaj Arcel","34",5.6,139593,"$50,701,325"
"5792","tt1093357","Chris Gorak","18",4.9,61681,"$21,443,494"
"5793","tt1878841","Greg McLean","27",4.5,16402,"$10,753,574"
"5794","tt0030044","Edmund Goulding","N/A",7.5,3166,"N/A"
"5795","tt0068161","Stanislav Rostotskiy","N/A",8.1,4393,"N/A"
"5796","tt0319262","Roland Emmerich","47",6.4,449803,"$186,740,799"
"5797","tt0260332","Marzieh Makhmalbaf","84",7.3,1843,"$149,971"
"5798","tt0112922","Álex de la Iglesia","N/A",7.3,21926,"N/A"
"5799","tt0063010","Damiano Damiani","N/A",7,1525,"N/A"
"5800","tt0055894","Steve Sekely, Freddie Francis","N/A",6.1,8334,"N/A"
"5801","tt0043456","Robert Wise","N/A",7.8,82424,"N/A"
"5802","tt0970416","Scott Derrickson","40",5.5,171618,"$79,366,978"
"5803","tt0051951","Paolo Heusch, Mario Bava","N/A",4.5,744,"N/A"
"5804","tt0116041","Greg Mottola","73",7,5930,"$2,099,677"
"5805","tt0783238","Karen Moncrieff","65",6.6,15529,"$19,875"
"5806","tt0085407","David Cronenberg","69",7.2,71132,"$20,766,616"
"5807","tt0023935","Edwin L. Marin","N/A",6,1187,"N/A"
"5808","tt1226753","John Madden","65",6.8,70068,"$31,177,548"
"5809","tt1657299","Sheree Folkson","42",6.1,11843,"$759"
"5810","tt1764275","Baltasar Kormákur","N/A",6.6,5474,"N/A"
"5811","tt1700844","Terence Davies","82",6.2,16048,"$1,126,525"
"5812","tt0120646","Ulu Grosbard","45",6.3,15432,"$13,898,649"
"5813","tt0077416","Michael Cimino","86",8.1,339682,"$48,979,328"
"5814","tt0051525","Stanley Kramer","69",7.6,16033,"N/A"
"5815","tt0089010","David Lowell Rich","N/A",6.1,385,"N/A"
"5816","tt0090927","Menahem Golan","37",5.6,20661,"$17,768,900"
"5817","tt2503154","Zachary Donohue","48",6,14490,"N/A"
"5818","tt0407887","Martin Scorsese","85",8.5,1318356,"$132,399,394"
"5819","tt1033575","Alexander Payne","84",7.3,243031,"$82,584,160"
"5820","tt0435625","Neil Marshall","71",7.2,226865,"$26,024,456"
"5821","tt1073105","Jon Harris","N/A",5.7,48190,"N/A"
"5822","tt0074400","Valerio Zurlini","N/A",7.5,2344,"N/A"
"5823","tt0059915","Harald Reinl","N/A",6.6,2636,"N/A"
"5824","tt0118971","Taylor Hackford","60",7.5,373342,"$60,944,660"
"5825","tt0256009","Guillermo del Toro","78",7.4,67007,"$755,249"
"5826","tt2204379","Darren Lynn Bousman","N/A",6,4436,"N/A"
"5827","tt0395584","Rob Zombie","53",6.7,101461,"$17,044,981"
"5828","tt2401715","Bernard Rose","38",6,3628,"$11,294"
"5829","tt0033533","Sam Wood","N/A",7.6,4327,"N/A"
"5830","tt1560985","William Brent Bell","18",4.2,36310,"$53,261,944"
"5831","tt0458352","David Frankel","62",6.9,421013,"$124,740,460"
"5832","tt0075938","Robert Bresson","N/A",7.1,4149,"$26,816"
"5833","tt0127948","Georges Méliès","N/A",7.2,1854,"N/A"
"5834","tt0066993","Ken Russell","49",7.8,16538,"$1,133,022"
"5835","tt3172532","Marielle Heller","87",6.8,32191,"$1,477,002"
"5836","tt1645170","Larry Charles","58",6.4,308679,"$59,650,222"
"5837","tt1578275","Ron Howard","46",5.3,54794,"$48,475,290"
"5838","tt3203620","Oren Moverman","57",4.5,8826,"$1,323,312"
"5839","tt0119038","Francis Veber","73",7.6,41964,"$4,071,548"
"5840","tt2334896","Matt Johnson","65",6.8,7264,"N/A"
"5841","tt0061578","Robert Aldrich","73",7.7,74282,"N/A"
"5842","tt1379177","J Blakeson","65",6.7,26794,"$166,980"
"5843","tt3720788","Ned Benson","67",6.9,9365,"N/A"
"5844","tt3729920","Ned Benson","57",6.3,12590,"$587,774"
"5845","tt5155780","Charlie McDowell","54",6.2,34795,"N/A"
"5846","tt0068361","Luis Buñuel","93",7.8,43592,"$69,781"
"5847","tt0205873","Rob Sitch","74",7.2,16521,"$2,552,992"
"5848","tt1535616","Xavier Gens","28",5.8,37209,"N/A"
"5849","tt0058139","Konrad Wolf","N/A",6.6,370,"N/A"
"5850","tt0401383","Julian Schnabel","92",8,108023,"$6,003,227"
"5851","tt0018839","Josef von Sternberg","N/A",7.5,4612,"N/A"
"5852","tt0348593","Tod Williams","67",6.6,15806,"$3,854,624"
"5853","tt1646980","Michael Brandt","37",5.9,30629,"$137,921"
"5854","tt1825157","Richard Ayoade","68",6.5,50974,"$200,406"
"5855","tt1379222","Giuseppe Capotondi","72",6.6,4074,"$1,514,942"
"5856","tt0101765","Krzysztof Kieslowski","86",7.7,49367,"$1,999,955"
"5857","tt5954304","Manuk Depoyan","N/A",5.3,447,"N/A"
"5858","tt0083851","Peter Greenaway","N/A",7.2,10159,"$2,256,246"
"5859","tt0097235","Howard Zieff","54",6.5,15557,"$28,890,240"
"5860","tt0309987","Bernardo Bertolucci","62",7.1,122844,"$2,532,228"
"5861","tt0120449","Erick Zonca","N/A",7.4,7587,"$1,726,567"
"5862","tt2910904","Jocelyn Moorhouse","47",7,61465,"$2,022,115"
"5863","tt0077474","Walter Hill","56",7.1,16866,"N/A"
"5864","tt1600196","Michaël R. Roskam","69",7,153075,"$10,724,389"
"5865","tt0864761","Saul Dibb","62",6.9,84002,"$13,848,978"
"5866","tt2436682","Kieran Darcy-Smith","42",5.8,11160,"N/A"
"5867","tt0075968","Ridley Scott","70",7.4,24225,"N/A"
"5868","tt1666801","Ari Sandel","56",6.4,95579,"$34,030,343"
"5869","tt2570858","Peter Strickland","87",6.5,13387,"$64,521"
"5870","tt1905040","Renny Harlin","49",5.7,25587,"N/A"
"5871","tt1034389","Kevin Macdonald","55",6.2,71028,"$19,490,041"
"5872","tt3882074","Otto Bell","72",7.5,3982,"$3,169,351"
"5873","tt0046022","Max Ophüls","N/A",7.9,10097,"$130,561"
"5874","tt1869716","Zal Batmanglij","68",6.8,50848,"$2,301,839"
"5875","tt0880502","Fatih Akin","85",7.7,32395,"$742,349"
"5876","tt0819714","John Maybury","39",6.2,17935,"N/A"
"5877","tt1878870","Kelly Fremon Craig","77",7.3,127704,"$14,431,633"
"5878","tt0408777","Hans Weingartner","68",7.5,31825,"$175,493"
"5879","tt0039349","Chester Erskine","N/A",7,2856,"N/A"
"5880","tt0067919","Jan Troell","N/A",8,6781,"$1,156,554"
"5881","tt4877122","Tony Leondis","12",3.3,65072,"$86,089,513"
"5882","tt0120917","Mark Dindal","70",7.4,205556,"$89,636,687"
"5883","tt0080684","Irvin Kershner","82",8.7,1287175,"$292,753,960"
"5884","tt0037671","John Cromwell","N/A",7.5,3199,"N/A"
"5885","tt2046090","Jorge Torregrossa","N/A",5,3683,"N/A"
"5886","tt0169858","Hideaki Anno, Kazuya Tsurumaki","N/A",8,55620,"N/A"
"5887","tt3416744","James Ponsoldt","82",7.2,31043,"$3,002,884"
"5888","tt0050356","Dick Powell","N/A",7.4,11355,"N/A"
"5889","tt0116209","Anthony Minghella","87",7.4,191390,"$78,676,425"
"5890","tt0112966","Christopher Monger","N/A",6.6,17856,"$10,904,930"
"5891","tt0082334","Sidney J. Furie","35",6.7,16891,"$13,277,558"
"5892","tt0455944","Antoine Fuqua","57",7.2,372687,"$101,530,738"
"5893","tt0158011","Michael Almereyda","N/A",4.4,1551,"N/A"
"5894","tt0083907","Sam Raimi","71",7.4,211647,"$2,400,000"
"5895","tt0132134","Alfred Clark","N/A",6.7,2282,"N/A"
"5896","tt0057643","Luis García Berlanga","N/A",8,6863,"N/A"
"5897","tt0404032","Scott Derrickson","46",6.7,131445,"$75,072,454"
"5898","tt0070047","William Friedkin","81",8.1,408063,"$233,005,644"
"5899","tt1320253","Sylvester Stallone","45",6.4,347021,"$103,068,524"
"5900","tt1764651","Simon West","51",6.6,308552,"$85,028,192"
"5901","tt2333784","Patrick Hughes","35",6.1,183570,"$39,322,544"
"5902","tt0997152","Paul T. Scheuring","N/A",6.4,55434,"N/A"
"5903","tt0056732","Luis Buñuel","N/A",8,33591,"N/A"
"5904","tt1179025","Luc Besson","N/A",6.3,21481,"N/A"
"5905","tt0406759","David Moreau, Xavier Palud","36",5.4,54090,"$31,418,697"
"5906","tt0052374","Karel Zeman","N/A",7.5,2437,"N/A"
"5907","tt1132285","Morgan O'Neill","N/A",5.7,11266,"N/A"
"5908","tt0133751","Robert Rodriguez","61",6.5,124988,"$40,283,321"
"5909","tt0460791","Tarsem Singh","64",7.8,112972,"$2,266,905"
"5910","tt3294200","Carol Morley","71",5.3,7088,"N/A"
"5911","tt2404311","Luc Besson","42",6.3,117530,"$36,918,811"
"5912","tt2097331","Jason Bateman","67",6,9486,"$262,921"
"5913","tt0218967","Brett Ratner","42",6.8,111629,"$75,793,305"
"5914","tt0356680","Thomas Bezucha","56",6.3,68526,"$60,062,868"
"5915","tt1142798","Tyler Perry","49",5.8,7352,"$37,105,289"
"5916","tt0116277","Tony Scott","32",5.9,49034,"$18,626,419"
"5917","tt0109770","Oley Sassone","N/A",3.8,7110,"N/A"
"5918","tt0046969","John Ireland, Edward Sampson","N/A",5.3,1362,"N/A"
"5919","tt0232500","Rob Cohen","58",6.8,386512,"$144,745,925"
"5920","tt0463985","Justin Lin","45",6,273085,"$62,514,415"
"5921","tt4630562","F. Gary Gray","56",6.6,233031,"$226,008,385"
"5922","tt2582846","Josh Boone","69",7.7,378023,"$124,872,350"
"5923","tt0061655","Roman Polanski","56",7.1,32075,"N/A"
"5924","tt0119116","Luc Besson","52",7.6,474890,"$63,820,180"
"5925","tt1837703","Bill Condon","49",6.2,41477,"$3,255,008"
"5926","tt0075467","Zoltán Fábri","N/A",8.6,4858,"N/A"
"5927","tt2298820","Peter Brosens, Jessica Woodworth","N/A",6.9,1429,"N/A"
"5928","tt0964517","David O. Russell","79",7.8,369284,"$93,617,009"
"5929","tt0080736","Don Taylor","51",6.6,24322,"$16,647,800"
"5930","tt0364343","Omar Naim","43",6.1,33291,"$551,281"
"5931","tt1144884","David R. Ellis","30",5.1,107508,"$66,477,700"
"5932","tt2118624","Todd Strauss-Schulson","59",6.5,47597,"N/A"
"5933","tt2025690","Craig Gillespie","58",6.7,67442,"$27,569,558"
"5934","tt0106918","Sydney Pollack","58",6.8,136426,"$158,348,367"
"5935","tt0116313","Hugh Wilson","58",6.4,49982,"$105,489,203"
"5936","tt1235842","Lucía Puenzo","N/A",5.9,2269,"N/A"
"5937","tt0101889","Terry Gilliam","61",7.5,86360,"$41,895,491"
"5938","tt4238858","Anna Rose Holmer","90",6.6,4941,"$166,425"
"5939","tt1195478","Nicholas Stoller","62",6.2,99461,"$28,835,528"
"5940","tt0101891","Robert Townsend","N/A",7.5,4430,"$8,750,400"
"5941","tt0354575","Jørgen Leth, Lars von Trier","79",7.4,8686,"$165,845"
"5942","tt0059183","Robert Aldrich","N/A",7.5,20916,"N/A"
"5943","tt0109813","Brian Levant","38",4.9,82001,"$130,531,208"
"5944","tt0113083","Pedro Almodóvar","75",7,12036,"$1,104,622"
"5945","tt1410063","Yimou Zhang","46",7.5,53279,"$311,434"
"5946","tt0051622","Kurt Neumann","62",7.1,23825,"N/A"
"5947","tt0091064","David Cronenberg","79",7.6,184562,"$40,456,565"
"5948","tt0031322","A. Edward Sutherland","N/A",6.8,5326,"N/A"
"5949","tt0042469","Mikel Conrad","N/A",3.6,538,"N/A"
"5950","tt0080749","John Carpenter","55",6.8,75690,"$21,448,782"
"5951","tt0432291","Rupert Wainwright","27",3.7,37687,"$29,550,869"
