"Combined","YearOfLaunch","Segment","Trim_Count","AVG_MSRP_CAD","MSRP_Range_CAD","StdDev_MSRP_CAD","Error.MSRP_CAD"
"2015 Lexus ES",2014,"Compact Car",2,43265,2500,1767.767,1250
"2015 Lexus GS",2014,"Mid-Size Car",2,67015,18200,12869.34,9100
"2015 Lexus GX",2014,"Mid-Size SUV/Crossover",2,64565,7900,5586.144,3950
"2015 Lexus IS",2014,"Compact Car",6,48915,24400,9073.257,3704.142
"2015 Lexus LS",2014,"Full-Size Car",3,106715,37700,19181.5,11074.45
"2015 Lexus LX",2014,"Full-Size SUV/Crossover",1,97415,0,NA,NA
"2015 Lexus NX",2014,"Subcompact SUV/Crossover",2,50515,18000,12727.92,9000
"2015 Lexus RC",2014,"Compact Car",2,56165,3100,2192.031,1550
"2015 Lexus RC F",2014,"Sports Car",1,81715,0,NA,NA
"2015 Lexus RX",2014,"Compact SUV/Crossover",3,57948.33,12200,6230.837,3597.376
"2015 Lincoln MKC",2014,"Subcompact SUV/Crossover",2,40915,2000,1414.214,1000
"2015 Lincoln MKS",2014,"Full-Size Car",2,51115,9000,6363.961,4500
"2015 Lincoln MKT",2014,"Mid-Size SUV/Crossover",1,50715,0,NA,NA
"2015 Lincoln MKT",2014,NA,4,49315,3000,1407.125,703.5624
"2015 Lincoln MKX",2014,"Compact SUV/Crossover",1,45915,0,NA,NA
"2015 Lincoln MKZ",2014,"Mid-Size Car",3,40948.33,7300,4214.657,2433.333
"2015 Lincoln Navigator",2014,"Full-Size SUV/Crossover",1,75815,0,NA,NA
"2015 Lincoln Navigator L",2014,"Full-Size SUV/Crossover",1,78815,0,NA,NA
"2015 Mazda CX-5",2014,"Compact SUV/Crossover",6,28131.67,10500,3951.919,1613.364
"2015 Mazda CX-9",2014,"Mid-Size SUV/Crossover",3,39015,12000,6244.998,3605.551
"2015 Mazda Mazda3",2014,"Compact Car",12,21831.67,11000,3845.856,1110.203
"2015 Mazda Mazda5",2014,"Minivan",4,25015,6000,2856.571,1428.286
"2015 Mazda Mazda6",2014,"Mid-Size Car",6,28331.67,7800,3285.372,1341.247
"2015 Mazda MX-5",2014,"Subcompact Car",6,36031.67,12000,4728.389,1930.357
"2015 Mercedes-Benz B-Class",2014,"Subcompact Car",2,32415,2200,1555.635,1100
"2015 Mercedes-Benz C-Class",2014,"Compact Car",8,60427.5,39900,15287.85,5405.072
"2015 Mercedes-Benz CLA-Class",2014,"Subcompact Car",3,40681.67,16000,8672.562,5007.106
"2015 Mercedes-Benz CLS-Class",2014,"Mid-Size Car",3,95348.33,47500,24899.06,14375.48
"2015 Mercedes-Benz E-Class",2014,"Mid-Size Car",11,77478.64,54000,18320.71,5523.903
"2015 Mercedes-Benz G-Class",2014,"Full-Size SUV/Crossover",2,137665,30100,21283.91,15050
"2015 Mercedes-Benz GL-Class",2014,"Full-Size SUV/Crossover",4,96865,49900,23424.28,11712.14
"2015 Mercedes-Benz GLA-Class",2014,"Subcompact SUV/Crossover",2,43865,13300,9404.52,6650
"2015 Mercedes-Benz GLK-Class",2014,"Compact SUV/Crossover",2,49665,2100,1484.924,1050
"2015 Mercedes-Benz M-Class",2014,"Mid-Size SUV/Crossover",4,77190,42200,19804.1,9902.052
"2015 Mercedes-Benz S-Class",2014,"Full-Size Car",9,168892.8,159000,58693.8,19564.6
"2015 Mercedes-Benz SL-Class",2014,"Sports Car",3,176148.3,119100,60709.17,35050.46
"2015 Mercedes-Benz SLK-Class",2014,"Sports Car",4,63540,28800,13461.89,6730.945
"2015 Mercedes-Benz SLS AMG",2014,"Sports Car",2,251165,6300,4454.773,3150
"2015 Mercedes-Benz Sprinter Cargo Van",2014,"Minivan",18,51348.33,19600,5146.901,1213.136
"2015 Mercedes-Benz Sprinter Chassis-Cabs",2014,NA,4,42665,5500,2254.625,1127.312
"2015 Mercedes-Benz Sprinter Passenger Van",2014,"Minivan",7,56729.29,15900,5842.781,2208.364
"2015 MINI Cooper Convertible",2014,"Subcompact Car",6,33931.67,14200,6217.529,2538.296
"2015 MINI Cooper Countryman",2014,"Subcompact SUV/Crossover",4,34965,9900,4973.597,2486.798
"2015 MINI Cooper Coupe",2014,"Subcompact Car",4,34540,8600,4018.603,2009.301
"2015 MINI Cooper Hardtop",2014,"Subcompact Car",7,27700.71,13900,5250.215,1984.395
"2015 MINI Cooper Hardtop 5 Door",2014,"Subcompact Car",5,26375,9000,3587.896,1604.556
"2015 MINI Cooper Paceman",2014,"Subcompact Car",4,36115,9800,4916.638,2458.319
"2015 MINI Cooper Roadster",2014,"Subcompact Car",4,36190,8300,3853.462,1926.731
"2015 Mitsubishi Lancer",2014,"Compact Car",12,23240,17500,4582.799,1322.94
"2015 Mitsubishi Lancer Evolution",2014,"Compact Car",3,47848.33,10000,5204.165,3004.626
"2015 Mitsubishi Mirage",2014,"Subcompact Car",4,14865,4700,2136.196,1068.098
"2015 Mitsubishi Outlander",2014,"Mid-Size SUV/Crossover",4,30365,10200,4449.345,2224.672
"2015 Mitsubishi RVR",2014,"Subcompact SUV/Crossover",7,25272.14,9400,3475.081,1313.457
"2015 Nissan 370Z",2014,"Sports Car",8,48852.5,15100,5528.611,1954.659
"2015 Nissan Altima",2014,"Mid-Size Car",5,27935,10300,4114.244,1839.946
"2015 Nissan Armada",2014,"Full-Size SUV/Crossover",1,60015,0,NA,NA
"2015 Nissan Frontier",2014,"Mid-Size Pickup",8,30227.5,15100,5214.66,1843.661
"2015 Nissan GT-R",2014,"Sports Car",2,113265,9500,6717.514,4750
"2015 Nissan JUKE",2014,"Subcompact SUV/Crossover",8,26427.5,11500,4174.904,1476.051
"2015 Nissan LEAF",2014,"Subcompact Car",3,35315,6700,3351.119,1934.77
"2015 Nissan Micra",2014,"Subcompact Car",6,14031.67,6700,2334.452,953.0361
"2015 Nissan Murano",2014,"Compact SUV/Crossover",5,36695,13500,5150.922,2303.562
"2015 Nissan NV Cargo",2014,"Minivan",13,36784.23,8600,2432.209,674.5734
"2015 Nissan NV Passenger",2014,"Minivan",5,41795,6200,2437.622,1090.138
"2015 Nissan NV200 Compact Cargo",2014,"Minivan",2,24265,1300,919.2388,650
"2015 Nissan Pathfinder",2014,"Mid-Size SUV/Crossover",7,40343.57,19800,7025.362,2655.337
"2015 Nissan Rogue",2014,"Compact SUV/Crossover",5,28335,7800,3083.342,1378.913
"2015 Nissan Sentra",2014,"Compact Car",6,20181.67,8800,3256.174,1329.327
"2015 Nissan Titan",2014,"LD Full-Size Pickup",7,47172.14,13400,4282.078,1618.473
"2015 Nissan Versa Note",2014,"Subcompact Car",7,17157.86,5200,1851.897,699.9514
"2015 Nissan Xterra",2014,"Mid-Size SUV/Crossover",3,35781.67,3300,1662.328,959.7453
"2015 Porsche 718 Boxster",2014,"Sports Car",6,73565,29800,11705.17,4778.616
"2015 Porsche 718 Cayman",2014,"Sports Car",6,74865,30400,11962.73,4883.766
"2015 Porsche 911",2014,"Sports Car",33,135563.5,125800,28478.58,4957.484
"2015 Porsche 918",2014,NA,2,15,0,0,0
"2015 Porsche Cayenne",2014,"Mid-Size SUV/Crossover",4,92515,56900,24724.21,12362.11
"2015 Porsche Macan",2014,"Compact SUV/Crossover",2,68265,27900,19728.28,13950
"2015 Porsche Panamera",2014,"Full-Size Car",11,142478.6,139600,47037.78,14182.42
"2015 Ram 1500",2014,"LD Full-Size Pickup",151,45026.26,39600,9189.375,747.8207
"2015 Ram 1500",2014,NA,1,41815,0,NA,NA
"2015 Ram 2500",2014,"HD Full-Size Pickup",125,61695.8,41300,9660.359,864.0488
"2015 Ram 3500",2014,"HD Full-Size Pickup",148,65631.22,44300,10751.61,883.777
"2015 Ram 3500",2014,NA,66,49993.79,28500,6240.797,768.189
"2015 Ram 4500",2014,NA,84,56550.71,36800,7409.236,808.4139
"2015 Ram 5500",2014,NA,84,58722.14,36800,7453.03,813.1923
"2015 Ram Cargo Van",2014,"Minivan",1,31015,0,NA,NA
"2015 Ram ProMaster",2014,NA,12,33681.67,10000,3433.348,991.1222
"2015 Ram ProMaster Cargo Van",2014,"Minivan",16,39515,13000,3932.768,983.1921
"2015 Ram ProMaster City Cargo Van",2014,"Minivan",2,29015,1000,707.1068,500
"2015 Ram ProMaster City Wagon",2014,"Minivan",2,30015,1000,707.1068,500
"2015 Scion FR-S",2014,"Sports Car",3,29081.67,5900,3118.226,1800.309
"2015 Scion iQ",2014,"Subcompact Car",1,17315,0,NA,NA
"2015 Scion tC",2014,"Compact Car",2,22365,1300,919.2388,650
"2015 Scion xB",2014,"Compact Car",2,19815,1000,707.1068,500
"2015 smart fortwo",2014,"Subcompact Car",3,18081.67,6400,3202.083,1848.723
"2015 smart fortwo electric drive",2014,"Subcompact Car",2,28515,3000,2121.32,1500
"2015 Subaru BRZ",2014,"Sports Car",5,29495,4000,1584.929,708.8018
"2015 Subaru Forester",2014,"Compact SUV/Crossover",12,31990,11900,3794.763,1095.454
"2015 Subaru Impreza",2014,"Compact Car",20,25065,10300,3085.194,689.8703
"2015 Subaru Legacy",2014,"Mid-Size Car",11,29205.91,11900,3937.881,1187.316
"2015 Subaru Outback",2014,"Mid-Size Car",11,33851.36,12100,4008.31,1208.551
"2015 Subaru WRX",2014,"Compact Car",9,35948.33,15000,4760.252,1586.751
"2015 Subaru XV Crosstrek",2014,"Subcompact SUV/Crossover",8,28490,6800,2277.687,805.2839
"2015 Subaru XV Crosstrek Hybrid",2014,"Subcompact SUV/Crossover",1,30515,0,NA,NA
"2015 Toyota 4Runner",2014,"Mid-Size SUV/Crossover",1,39115,0,NA,NA
"2015 Toyota Avalon",2014,"Full-Size Car",2,39265,2100,1484.924,1050
"2015 Toyota Camry",2014,"Mid-Size Car",6,29548.33,10700,4450.468,1816.896
"2015 Toyota Camry Hybrid",2014,"Mid-Size Car",3,31148.33,6100,3231.615,1865.774
"2015 Toyota Corolla",2014,"Compact Car",7,20143.57,9400,2828.848,1069.204
"2015 Toyota Highlander",2014,"Mid-Size SUV/Crossover",4,38840,13400,5995.762,2997.881
"2015 Toyota Highlander Hybrid",2014,"Mid-Size SUV/Crossover",3,48715,9000,4660.472,2690.725
"2015 Toyota Prius",2014,"Compact Car",1,26315,0,NA,NA
"2015 Toyota Prius c",2014,"Subcompact Car",2,23615,5000,3535.534,2500
"2015 Toyota Prius Plug-In",2014,"Compact Car",1,35915,0,NA,NA
"2015 Toyota Prius v",2014,"Compact Car",1,28115,0,NA,NA
"2015 Toyota RAV4",2014,"Compact SUV/Crossover",5,28875,9300,3626.706,1621.912
"2015 Toyota Sequoia",2014,"Full-Size SUV/Crossover",3,61715,14900,7462.573,4308.519
"2015 Toyota Sienna",2014,"Minivan",6,38031.67,15200,5375.283,2194.45
"2015 Toyota Tacoma",2014,"Mid-Size Pickup",8,28965,7900,2715.564,960.0967
"2015 Toyota Tundra",2014,"LD Full-Size Pickup",10,40255,27600,8731.577,2761.167
"2015 Toyota Venza",2014,"Mid-Size SUV/Crossover",4,31715,3600,1469.694,734.8469
"2015 Toyota Yaris",2014,"Subcompact Car",6,16615,4100,1492.649,609.3713
"2015 Volkswagen Beetle",2014,"Compact Car",14,27350.71,17000,5207.038,1391.639
"2015 Volkswagen CC",2014,"Mid-Size Car",5,41575,13800,5395.183,2412.799
"2015 Volkswagen Eos",2014,"Compact Car",1,43015,0,NA,NA
"2015 Volkswagen Golf",2014,"Compact Car",14,24986.43,13400,4245.256,1134.592
"2015 Volkswagen Golf GTI",2014,"Compact Car",10,33195,8600,2734.065,864.5872
"2015 Volkswagen Golf SportWagen",2014,"Mid-Size Car",12,27798.33,11700,3773.793,1089.4
"2015 Volkswagen Jetta",2014,"Compact Car",18,24692.78,21900,5989.555,1411.752
"2015 Volkswagen Jetta GLI",2014,"Compact Car",4,31615,5200,2338.09,1169.045
"2015 Volkswagen Passat",2014,"Mid-Size Car",14,29972.14,11600,3693.802,987.2102
"2015 Volkswagen Tiguan",2014,"Compact SUV/Crossover",7,30872.14,13500,4736.686,1790.299
"2015 Volkswagen Touareg",2014,"Mid-Size SUV/Crossover",8,59215,18900,6166.268,2180.105
"2015 Volvo S60",2014,"Compact Car",32,45108.75,16800,4030.043,712.4178
"2015 Volvo S80",2014,"Mid-Size Car",10,55505,13600,4493.811,1421.068
"2015 Volvo V60",2014,"Compact Car",22,47005.91,15400,4127.02,879.8836
"2015 Volvo V60 Cross Country",2014,"Compact Car",4,46990,6300,2611.992,1305.996
"2015 Volvo XC60",2014,"Compact SUV/Crossover",34,50059.12,19900,4832.478,828.7631
"2015 Volvo XC70",2014,"Mid-Size Car",14,48393.57,11500,3368.446,900.2551
"2016 Acura ILX",2015,"Compact Car",4,32490,5400,2309.942,1154.971
"2016 Acura MDX",2015,"Mid-Size SUV/Crossover",4,58815,12000,5196.152,2598.076
"2016 Acura RDX",2015,"Compact SUV/Crossover",3,44548.33,4600,2335.237,1348.25
"2016 Acura RLX",2015,"Full-Size Car",2,67765,4500,3181.981,2250
"2016 Acura TLX",2015,"Mid-Size Car",5,41535,12500,4820.477,2155.783
"2016 Alfa Romeo 4C",2015,"Sports Car",2,72515,12000,8485.281,6000
"2016 Audi A3",2015,"Subcompact Car",14,39736.43,17300,4656.208,1244.424
"2016 Audi A3 e-tron",2015,"Subcompact Car",3,41248.33,5400,2936.551,1695.419
"2016 Audi A4",2015,"Compact Car",7,44229.29,10000,3550.319,1341.894
"2016 Audi A4 allroad",2015,"Compact Car",3,50781.67,6400,3233.162,1866.667
"2016 Audi A5",2015,"Compact Car",14,50736.43,19800,5671.003,1515.639
"2016 Audi A6",2015,"Mid-Size Car",6,65481.67,15700,5565.848,2272.248
"2016 Audi A7",2015,"Full-Size Car",4,78440,7900,3450,1725
"2016 Audi A8",2015,"Full-Size Car",3,93181.67,18300,9416.121,5436.4
"2016 Audi A8 L",2015,"Full-Size Car",2,140065,57900,40941.48,28950
"2016 Audi Q3",2015,"Subcompact SUV/Crossover",6,38598.33,8900,3183.342,1299.594
"2016 Audi Q5",2015,"Compact SUV/Crossover",8,49552.5,14400,4691.615,1658.736
"2016 Audi RS 7",2015,"Full-Size Car",2,129765,22900,16192.75,11450
"2016 Audi S3",2015,"Subcompact Car",2,47165,3500,2474.874,1750
"2016 Audi S4",2015,"Compact Car",4,57215,4000,1665.333,832.6664
"2016 Audi S5",2015,"Compact Car",10,62655,16900,5627.156,1779.463
"2016 Audi S6",2015,"Mid-Size Car",1,88515,0,NA,NA
"2016 Audi S7",2015,"Full-Size Car",1,95415,0,NA,NA
"2016 Audi S8",2015,"Full-Size Car",2,133215,2000,1414.214,1000
"2016 Audi SQ5",2015,"Compact SUV/Crossover",2,59615,2200,1555.635,1100
"2016 Audi TT",2015,"Sports Car",2,53615,4000,2828.427,2000
"2016 Audi TTS",2015,"Sports Car",1,61915,0,NA,NA
"2016 BMW 2 Series",2015,"Subcompact Car",12,45765,19800,6314.414,1822.814
"2016 BMW 3 Series",2015,"Compact Car",10,49885,14700,4370.876,1382.192
"2016 BMW 3 Series Gran Turismo",2015,"Compact Car",2,53115,8000,5656.854,4000
"2016 BMW 4 Series",2015,"Compact Car",11,57624.09,20100,6672.249,2011.759
"2016 BMW 5 Series",2015,"Mid-Size Car",4,69640,22000,9259.005,4629.502
"2016 BMW 6 Series",2015,"Mid-Size Car",5,101195,20600,7303.218,3266.099
"2016 BMW 7 Series",2015,"Full-Size Car",2,115915,4000,2828.427,2000
"2016 BMW i3",2015,"Subcompact Car",2,47515,4000,2828.427,2000
"2016 BMW i8",2015,"Sports Car",1,152015,0,NA,NA
"2016 BMW M2",2015,"Subcompact Car",2,62965,3900,2757.716,1950
"2016 BMW M3",2015,"Compact Car",2,76965,3900,2757.716,1950
"2016 BMW M4",2015,"Compact Car",5,97135,77000,31727.7,14189.06
"2016 BMW M5",2015,"Mid-Size Car",2,103515,0,0,0
"2016 BMW M6",2015,"Mid-Size Car",6,128848.3,4500,2206.052,900.6171
"2016 BMW X1",2015,"Subcompact SUV/Crossover",1,38815,0,NA,NA
"2016 BMW X3",2015,"Compact SUV/Crossover",3,47148.33,5600,2871.121,1657.642
"2016 BMW X4",2015,"Compact SUV/Crossover",3,54381.67,12300,6310.573,3643.411
"2016 BMW X5",2015,"Mid-Size SUV/Crossover",4,71665,12200,5653.612,2826.806
"2016 BMW X5 M",2015,"Mid-Size SUV/Crossover",1,106915,0,NA,NA
"2016 BMW X6",2015,"Mid-Size SUV/Crossover",2,76865,14300,10111.63,7150
"2016 BMW X6 M",2015,"Mid-Size SUV/Crossover",1,109215,0,NA,NA
"2016 BMW Z4",2015,"Sports Car",4,64740,21700,9959.376,4979.688
"2016 Buick Enclave",2015,"Mid-Size SUV/Crossover",3,52415,7500,3774.917,2179.449
"2016 Buick Encore",2015,"Subcompact SUV/Crossover",10,32155,7000,2098.253,663.5259
"2016 Buick Envision",2015,"Compact SUV/Crossover",2,47615,3400,2404.163,1700
"2016 Buick LaCrosse",2015,"Full-Size Car",9,40326.11,7400,2743.831,914.6105
"2016 Buick Regal",2015,"Mid-Size Car",11,37796.82,9900,3288.409,991.4927
"2016 Buick Verano",2015,"Compact Car",7,28443.57,8000,3069.59,1160.196
"2016 Cadillac ATS",2015,"Compact Car",38,47720.26,19300,5119.594,830.5078
"2016 Cadillac ATS-V",2015,"Compact Car",4,68340,4700,1918.984,959.4921
"2016 Cadillac CT6",2015,"Full-Size Car",9,75415,38000,13376.1,4458.699
"2016 Cadillac CTS",2015,"Mid-Size Car",15,62221.67,27500,7438.075,1920.503
"2016 Cadillac CTS-V",2015,"Mid-Size Car",1,92115,0,NA,NA
"2016 Cadillac ELR",2015,"Compact Car",1,74015,0,NA,NA
"2016 Cadillac Escalade",2015,"Full-Size SUV/Crossover",5,95935,23100,9568.02,4278.948
"2016 Cadillac Escalade ESV",2015,"Full-Size SUV/Crossover",3,93081.67,10700,5353.815,3091.026
"2016 Cadillac SRX",2015,"Mid-Size SUV/Crossover",5,51175,15300,6208.301,2776.437
"2016 Cadillac XTS",2015,"Full-Size Car",10,62345,27100,9218.466,2915.135
"2016 Cadillac XTS",2015,NA,3,48815,700,360.5551,208.1666
"2016 Chevrolet Camaro",2015,"Sports Car",24,41685.83,26900,7403.2,1511.172
"2016 Chevrolet City Express",2015,"Minivan",2,26965,1900,1343.503,950
"2016 Chevrolet Colorado",2015,"Mid-Size Pickup",37,33085.27,21600,5053.869,830.8509
"2016 Chevrolet Corvette",2015,"Sports Car",36,84131.67,45100,13142.14,2190.356
"2016 Chevrolet Cruze",2015,"Compact Car",6,20031.67,7900,2625.579,1071.888
"2016 Chevrolet Cruze Limited",2015,"Compact Car",11,21278.64,11100,3128.665,943.328
"2016 Chevrolet Equinox",2015,"Compact SUV/Crossover",8,32202.5,9400,3102.735,1096.982
"2016 Chevrolet Express",2015,NA,17,42015,16600,5867.282,1423.025
"2016 Chevrolet Express Cargo Van",2015,"Minivan",15,41888.33,13700,4619.905,1192.854
"2016 Chevrolet Express Passenger",2015,"Minivan",22,47474.09,15800,4609.789,982.8102
"2016 Chevrolet Impala",2015,"Full-Size Car",7,36186.43,15700,6463.156,2442.843
"2016 Chevrolet Malibu",2015,"Mid-Size Car",6,26048.33,10300,3742.014,1527.671
"2016 Chevrolet Malibu Limited",2015,"Mid-Size Car",4,27740,8200,3887.909,1943.954
"2016 Chevrolet Silverado 1500",2015,"LD Full-Size Pickup",95,42889.74,34700,8305.983,852.1759
"2016 Chevrolet Silverado 2500HD",2015,"HD Full-Size Pickup",120,62281.67,41400,8691.021,793.378
"2016 Chevrolet Silverado 3500",2015,NA,24,53577.5,25400,7134.29,1456.281
"2016 Chevrolet Silverado 3500HD",2015,"HD Full-Size Pickup",48,61019.17,39300,9111.67,1315.156
"2016 Chevrolet Sonic",2015,"Subcompact Car",18,19876.11,9400,2883.041,679.5394
"2016 Chevrolet Spark",2015,"Subcompact Car",5,14335,8200,2952.457,1320.379
"2016 Chevrolet Spark EV",2015,"Subcompact Car",2,33215,1800,1272.792,900
"2016 Chevrolet Suburban",2015,"Full-Size SUV/Crossover",9,69648.33,39800,14516.37,4838.79
"2016 Chevrolet Tahoe",2015,"Full-Size SUV/Crossover",7,60015,18700,6728.546,2543.151
"2016 Chevrolet Traverse",2015,"Mid-Size SUV/Crossover",7,41215,16700,5486.043,2073.529
"2016 Chevrolet Trax",2015,"Subcompact SUV/Crossover",6,25881.67,11500,4552.655,1858.614
"2016 Chevrolet Volt",2015,"Compact Car",2,40465,4100,2899.138,2050
"2016 Chrysler 200",2015,"Mid-Size Car",9,31970.56,10900,3343.692,1114.564
"2016 Chrysler 300",2015,"Full-Size Car",11,44851.36,8300,2493.701,751.8792
"2016 Chrysler Town & Country",2015,"Minivan",6,48265,6000,2013.703,822.0908
"2016 Dodge Challenger",2015,"Sports Car",14,50629.29,45600,13557.56,3623.411
"2016 Dodge Charger",2015,"Sports Car",9,46781.67,41600,12991.63,4330.544
"2016 Dodge Charger",2015,NA,3,39215,4300,2165.641,1250.333
"2016 Dodge Dart",2015,"Compact Car",12,23790,7500,2248.282,649.0232
"2016 Dodge Durango",2015,"Full-Size SUV/Crossover",8,53877.5,16500,5763.912,2037.851
"2016 Dodge Durango",2015,NA,2,44615,2400,1697.056,1200
"2016 Dodge Grand Caravan",2015,"Minivan",6,38331.67,15000,5248.397,2142.649
"2016 Dodge Journey",2015,"Compact SUV/Crossover",9,31881.67,14900,5238.082,1746.027
"2016 Dodge Viper",2015,"Sports Car",3,132015,30000,15099.67,8717.798
"2016 FIAT 500",2015,"Subcompact Car",12,24665,10500,3088.836,891.6702
"2016 FIAT 500c",2015,"Subcompact Car",6,28231.67,10500,4108.244,1677.183
"2016 FIAT 500L",2015,"Compact Car",10,26735,7600,2441.675,772.1255
"2016 FIAT 500X",2015,"Subcompact SUV/Crossover",12,29773.33,11200,3433.646,991.2082
"2016 Ford C-Max Energi",2015,"Compact Car",1,32015,0,NA,NA
"2016 Ford C-Max Energi",2015,NA,1,32015,0,NA,NA
"2016 Ford C-Max Hybrid",2015,"Compact Car",2,28715,5400,3818.377,2700
"2016 Ford Econoline",2015,NA,24,33681.67,6700,1928.88,393.7311
"2016 Ford Edge",2015,"Mid-Size SUV/Crossover",11,38905.91,13300,3812.205,1149.423
"2016 Ford Escape",2015,"Compact SUV/Crossover",9,28781.67,10700,3332.792,1110.931
"2016 Ford Expedition",2015,"Full-Size SUV/Crossover",3,63181.67,16100,8775.154,5066.338
"2016 Ford Expedition",2015,NA,2,51415,2400,1697.056,1200
"2016 Ford Expedition Max",2015,"Full-Size SUV/Crossover",2,70715,2000,1414.214,1000
"2016 Ford Explorer",2015,"Mid-Size SUV/Crossover",12,42881.67,25600,7924.454,2287.593
"2016 Ford F-150",2015,"LD Full-Size Pickup",102,44593.43,50200,10494.46,1039.106
"2016 Ford Fiesta",2015,"Subcompact Car",14,18886.43,9600,2958.021,790.5645
"2016 Ford Fiesta",2015,NA,12,19615,9600,2766.028,798.4834
"2016 Ford Flex",2015,"Mid-Size SUV/Crossover",5,41895,20600,7693.634,3440.698
"2016 Ford Focus",2015,"Compact Car",14,23536.43,30800,7960.013,2127.403
"2016 Ford Focus",2015,NA,8,21190,9300,3493.974,1235.306
"2016 Ford Focus Electric",2015,"Compact Car",1,32015,0,NA,NA
"2016 Ford Fusion",2015,"Mid-Size Car",9,28692.78,11600,3986.784,1328.928
"2016 Ford Fusion Energi",2015,"Mid-Size Car",2,36015,2200,1555.635,1100
"2016 Ford Mustang",2015,"Sports Car",18,41398.33,54300,13582.53,3201.432
"2016 Ford Police Interceptor",2015,NA,4,32740,5500,2334.345,1167.173
"2016 Ford Super",2015,NA,36,11570.56,42000,16651.31,2775.218
"2016 Ford Super Duty F-250",2015,"HD Full-Size Pickup",68,58353.24,41500,10624.64,1288.427
"2016 Ford Super Duty F-350",2015,"HD Full-Size Pickup",68,60025.29,41500,10665.43,1293.373
"2016 Ford Super Duty F-350",2015,NA,32,54571.25,35800,9113.865,1611.119
"2016 Ford Super Duty F-350 DRW",2015,"HD Full-Size Pickup",38,60380.79,39500,10408.35,1688.457
"2016 Ford Super Duty F-350 DRW",2015,NA,40,54095,35000,8847.141,1398.856
"2016 Ford Super Duty F-450 DRW",2015,"HD Full-Size Pickup",5,76015,21900,9859.26,4409.195
"2016 Ford Super Duty F-450 DRW",2015,NA,72,56353.89,34700,8391.638,988.9641
"2016 Ford Super Duty F-550 DRW",2015,NA,72,58484.44,34900,8460.757,997.1097
"2016 Ford Taurus",2015,"Full-Size Car",7,38086.43,17500,6200.998,2343.757
"2016 Ford Transit Cargo Van",2015,"Minivan",146,41667.74,14900,3563.013,294.8771
"2016 Ford Transit Chassis Cab",2015,NA,32,38121.25,9300,2972.99,525.5553
"2016 Ford Transit Connect Van",2015,"Minivan",18,29887.22,2300,852.5433,200.9464
"2016 Ford Transit Connect Wagon",2015,"Minivan",5,32215,5200,2130.728,952.8903
"2016 Ford Transit Cutaway",2015,NA,28,37422.14,9300,2981.912,563.5284
"2016 Ford Transit Passenger Wagon",2015,"Minivan",62,48032.74,16300,3946.051,501.149
"2016 Ford Utility",2015,NA,2,43115,3200,2262.742,1600
"2016 GMC Acadia",2015,"Mid-Size SUV/Crossover",8,45727.5,20100,6511.405,2302.129
"2016 GMC Canyon",2015,"Mid-Size Pickup",32,34977.5,23900,6163.302,1089.528
"2016 GMC Savana",2015,NA,16,41440,16500,5542.984,1385.746
"2016 GMC Savana Cargo Van",2015,"Minivan",16,42471.25,13700,5035.602,1258.901
"2016 GMC Savana Passenger",2015,"Minivan",22,47474.09,15800,4609.789,982.8102
"2016 GMC Sierra 1500",2015,"LD Full-Size Pickup",50,43977,37500,9817.724,1388.436
